station_name,latitude,longitude,AT,RH,PM2_5,PM10,CO2,time_slot,start_hour,end_hour,slot_number,AQI
Gurugram - Sector 80,28.363209,76.957682,29.706666666666667,86.56333333333333,23.723333333333333,151.28,403.43,21:00-23:59,21,23,8,134
Gurugram - Sector 84 Community centre,28.400874,76.985808,31.796666666666667,84.95666666666666,36.84,169.51000000000002,402.7166666666667,21:00-23:59,21,23,8,147
Gurugram - Sector 88 ,28.421434,76.956804,31.32333333333333,80.44,32.553333333333335,164.84666666666666,409.5566666666667,21:00-23:59,21,23,8,143
Gurugram - Sector 91,28.403298,76.915898,30.77333333333333,82.22666666666667,33.846666666666664,164.18666666666667,456.9866666666667,21:00-23:59,21,23,8,143
Gurugram - Sector 93 police station ,28.42012,76.937518,32.480000000000004,77.035,26.590000000000003,168.09,420.72,21:00-23:59,21,23,8,146
Gurugram - Shikohpur Village Govt School ,28.370157,76.985032,30.00333333333333,95.0,25.76333333333333,157.64666666666668,403.7266666666667,21:00-23:59,21,23,8,139
Gurugram - Sihi Govt School ,28.409701,76.971676,32.44,91.6,27.14333333333333,159.48666666666665,485.32,21:00-23:59,21,23,8,140
Gurugram - Silokhra Govt School,28.457423,77.059079,31.35333333333333,81.10666666666667,36.63999999999999,108.18333333333334,400.0,21:00-23:59,21,23,8,106
Gurugram - Tigra Govt School ,28.416801,77.072824,29.92333333333333,95.0,31.26,320.6566666666667,402.8966666666667,21:00-23:59,21,23,8,271
Gurugram - Ullawas Govt School,28.404975,77.095545,30.23333333333333,90.55,24.76,313.26,400.0,21:00-23:59,21,23,8,263
Gurugram -Narsinghpur Govt School ,28.416789,76.994569,31.96,83.62,39.77,113.48,469.94,21:00-23:59,21,23,8,109
Gurugram Sector 5&6,28.477048,77.021459,30.85,78.14500000000001,38.25,105.34,418.585,21:00-23:59,21,23,8,104
VillaBegampur khatola Sector 72 government school,28.416002,77.011896,,37.95,12.51,130.73999999999998,442.3033333333333,21:00-23:59,21,23,8,121
Village -Sikander Badha Govt School Sec 85,28.40763,76.957412,31.66333333333333,84.55333333333333,36.64666666666667,166.79333333333332,,21:00-23:59,21,23,8,145
Village-Garhi Harshau Govt School Sec 95B,28.442477,76.93393,31.11,,9.36,40.86333333333334,463.8666666666666,21:00-23:59,21,23,8,41
